id,subject,body,channel,district,complaint_history,label
G102761,Teacher shortage at the government school,"Hello, The government school in Rampura has just two teachers handling six classes. Maths and science have had no dedicated teacher since the festival. Board exam students are suffering the most. The MLA promised action on this before the elections but nothing happened. Please escalate to higher officials.",janata_darshan,Chandpur,repeat_complaint,education|high
G100246,Second tiem ocmplaining,"Namaskara sir, Streetside vendors and parked lorries have taken over the footpath near ward 4. We request the authorities to clear the encroachment and mark parking properly. Bega parihara madi, tumba urgent ide.",janata_darshan,Kotehalli,first_time,roads_transport|routine
G103941,Widow pension rjeected wrongly,"Sir ji, The ration for our lane's ten labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several ghar. Old log are eating one meal a day. This cannot wait for the next camp. Police did visit once but this shikayat is not about them. Kindly do the needful. Bahut pareshani ho rahi hai, kripya jaldi karvai kijiye.",facebook,Kotehalli,escalated,welfare_schemes|critical
G103235,Dangeruos wires naer houses,"Respected sir, We request shifting of the electric pole standing in the middle of the approach road to MG layout. It was to be moved during the road widening but was left as is. The previous complaint number I was given never got a response. We are not asking about the pension, that is coming properly. Please help us.",janata_darshan,Kotehalli,repeat_complaint,electricity|routine
G100651,Second time complianing,"Hello, The main road through Gandhi colony in Devgiri is full of potholes since yesterday. Two-wheeler riders are falling daily and the tehsildar keeps saying the tender is pending. Streetside vendors and parked lorries have taken over the footpath near Ashraya layout. We request the authorities to clear the encroachment and mark parking properly. Last time they acted only after someone nearly died, must it come to that? Please take immediate action.",janata_darshan,Ambalpet,first_time,roads_transport|high
G103833,No bus service to our village,"There is no proper bus connectivity from Ambalpet to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. School vans have stopped entering the old market area entirely. Parents now walk children 2 km because no vehicle can pass the stretch after the pipeline work. People say the hospital got new equipment, but our issue remains. Unlike the power cuts which stopped, this issue continues. We are suffering a lot.",facebook,Rampura,first_time,roads_transport|routine
G101102,Long pending issue,"Hello, The transformer in Gandhi colony burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness since yesterday. Last time they acted only after someone nearly died, msut it come to that? Kindly do the needful.",facebook,Kotehalli,repeat_complaint,electricity|high
G103028,No toilets for girls at the high school,"Sir namaskara, The roof of the primary school in MG layout leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it befroe next monsoon. janaru say the aspatre got new equipment, but our issue remains. Hoping for quick action. Tumba tondare aagide, bega action togoli.",helpline_call,Chandpur,first_time,education|routine
G102426,Request for immediate action,"Sir/Madam, The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several houses. Old people are eating one meal a day. This cannot wait for the next camp. Please escalate to higher officials.",field_visit,Sundarnagar,escalated,welfare_schemes|critical
G106067,Name missing from beneficiary list,"Sir/Madam, The sanction letter for the house support came four months ago but the first stage amount is still ""processing"". Kindly check where the file is held up. The whole colony is waiting.",helpline_call,Rampura,first_time,welfare_schemes|routine
G100844,Urgent problem in our area,We request a monthly specialsit visit to the PHC in Krishnapura. Elderly patients travel two buses for a five-minute consultation now. If nothing happens we will raise it in the gram sabha again. Hoping for quick action.,whatsapp,Malligere,first_time,healthcare|routine
G101697,No doctor at the PHC for six months,"Sir ji, The X-ray machine at our taluk facility has been under repair for six months, and the one technician comes twice a week. log wait from 6 am. Please sanction a permanent technician. Unlike the bijli cuts which stopped, this issue continues. Please take immediate action.",whatsapp,Rampura,escalated,healthcare|routine
G102847,Ration card application pending since the rains started,"Sanmayna sir, My neighbour, a widow, was rejected for the pension saying her husband's death certificate has a one-letter name mismatch. Please guide which office corrects this. We are not asking about the pension, that is coming properly. Hoping for quick action. Bega parihara madi, tumba urgent ide.",helpline_call,Krishnapura,repeat_complaint,welfare_schemes|routine
